id,vid,token,vtoken,lctoken,freq,loglik,logfreq,llrank,freqrank,idbrac10,idbrac50,idbrac100,vidbrac10,vidbrac50,vidbrac100,freqbrac10,freqbrac50,freqbrac100,llbrac10,llbrac50,llbrac100
257,257,it,it,it,11,-211.44,2.3978952727983707,65,102,8,44,89,8,44,89,6,34,68,4,21,43
257,"",", ","","",0,"",-Infinity,"","",8,44,89,0,0,0,0,0,0,0,0,0
258,258,and,and,and,8,-143.51,2.0794415416798357,30,148,9,45,90,9,45,90,9,49,98,2,10,20
258,"", ,"","",0,"",-Infinity,"","",9,45,90,0,0,0,0,0,0,0,0,0
259,259,burning,burning,burning,1,-9.29,0.0,145,18,9,45,90,9,45,90,1,6,12,9,48,96
259,"", ,"","",0,"",-Infinity,"","",9,45,90,0,0,0,0,0,0,0,0,0
260,260,with,with,with,3,-46.65,1.0986122886681098,85,132,9,45,90,9,45,90,8,44,88,5,28,56
260,"", ,"","",0,"",-Infinity,"","",9,45,90,0,0,0,0,0,0,0,0,0
261,261,curiosity,curiosity,curiosity,1,-8.8,0.0,138,17,9,45,91,9,45,91,1,5,11,9,46,92
261,"",", ","","",0,"",-Infinity,"","",9,45,91,0,0,0,0,0,0,0,0,0
262,262,she,she,she,7,-119.53,1.9459101490553132,8,145,9,45,91,9,45,91,9,48,96,0,2,5
262,"", ,"","",0,"",-Infinity,"","",9,45,91,0,0,0,0,0,0,0,0,0
263,263,ran,ran,ran,2,-20.02,0.6931471805599453,54,115,9,45,91,9,45,91,7,38,76,3,18,36
263,"", ,"","",0,"",-Infinity,"","",9,45,91,0,0,0,0,0,0,0,0,0
264,264,across,across,across,2,-35.88,0.6931471805599453,81,123,9,46,92,9,46,92,8,41,82,5,27,54
264,"", ,"","",0,"",-Infinity,"","",9,46,92,0,0,0,0,0,0,0,0,0
265,265,the,the,the,15,-264.07,2.70805020110221,70,103,9,46,92,9,46,92,6,34,68,4,23,46
265,"", ,"","",0,"",-Infinity,"","",9,46,92,0,0,0,0,0,0,0,0,0
266,266,field,field,field,1,-9.13,0.0,143,10,9,46,93,9,46,93,0,3,6,9,47,95
266,"","
","","",0,"",-Infinity,"","",9,46,93,0,0,0,0,0,0,0,0,0
267,267,after,after,after,1,-14.44,0.0,28,9,9,46,93,9,46,93,0,3,6,1,9,18
267,"", ,"","",0,"",-Infinity,"","",9,46,93,0,0,0,0,0,0,0,0,0
268,268,it,it,it,11,-211.44,2.3978952727983707,65,102,9,46,93,9,46,93,6,34,68,4,21,43
268,"",", ","","",0,"",-Infinity,"","",9,46,93,0,0,0,0,0,0,0,0,0
269,269,and,and,and,8,-143.51,2.0794415416798357,30,148,9,47,94,9,47,94,9,49,98,2,10,20
269,"", ,"","",0,"",-Infinity,"","",9,47,94,0,0,0,0,0,0,0,0,0
270,270,fortunately,fortunately,fortunately,1,-8.64,0.0,105,8,9,47,94,9,47,94,0,2,5,7,35,70
270,"", ,"","",0,"",-Infinity,"","",9,47,94,0,0,0,0,0,0,0,0,0
271,271,was,was,was,5,-77.34,1.6094379124341003,94,141,9,47,94,9,47,94,9,47,94,6,31,62
271,"", ,"","",0,"",-Infinity,"","",9,47,94,0,0,0,0,0,0,0,0,0
272,272,just,just,just,1,-14.11,0.0,24,7,9,47,95,9,47,95,0,2,4,1,8,16
272,"", ,"","",0,"",-Infinity,"","",9,47,95,0,0,0,0,0,0,0,0,0
273,273,in,in,in,6,-86.29,1.791759469228055,142,144,9,47,95,9,47,95,9,48,96,9,47,94
273,"", ,"","",0,"",-Infinity,"","",9,47,95,0,0,0,0,0,0,0,0,0
274,274,time,time,time,2,-20.02,0.6931471805599453,57,117,9,47,95,9,47,95,7,39,78,3,19,38
274,"", ,"","",0,"",-Infinity,"","",9,47,95,0,0,0,0,0,0,0,0,0
275,275,to,to,to,9,-158.44,2.1972245773362196,32,150,9,48,96,9,48,96,10,50,100,2,10,21
275,"", ,"","",0,"",-Infinity,"","",9,48,96,0,0,0,0,0,0,0,0,0
276,276,see,see,see,1,-8.64,0.0,117,6,9,48,96,9,48,96,0,2,4,7,39,78
276,"", ,"","",0,"",-Infinity,"","",9,48,96,0,0,0,0,0,0,0,0,0
277,277,it,it,it,11,-211.44,2.3978952727983707,65,102,9,48,96,9,48,96,6,34,68,4,21,43
277,"", ,"","",0,"",-Infinity,"","",9,48,96,0,0,0,0,0,0,0,0,0
278,278,pop,pop,pop,1,-8.76,0.0,137,5,9,48,97,9,48,97,0,1,3,9,45,91
278,"", ,"","",0,"",-Infinity,"","",9,48,97,0,0,0,0,0,0,0,0,0
279,279,down,down,down,2,-23.34,0.6931471805599453,68,120,9,48,97,9,48,97,8,40,80,4,22,45
279,"", ,"","",0,"",-Infinity,"","",9,48,97,0,0,0,0,0,0,0,0,0
280,280,a,a,a,8,-131.86,2.0794415416798357,21,149,9,48,97,9,48,97,9,49,99,1,7,14
280,"", ,"","",0,"",-Infinity,"","",9,48,97,0,0,0,0,0,0,0,0,0
281,281,large,large,large,1,-17.08,0.0,40,4,9,49,98,9,49,98,0,1,2,2,13,26
281,"","
","","",0,"",-Infinity,"","",9,49,98,0,0,0,0,0,0,0,0,0
282,282,rabbit,rabbit,rabbit,6,-110.09,1.791759469228055,7,142,9,49,98,9,49,98,9,47,94,0,2,4
282,"",-,"","",0,"",-Infinity,"","",9,49,98,0,0,0,0,0,0,0,0,0
283,283,hole,hole,hole,2,-27.64,0.6931471805599453,71,122,9,49,98,9,49,98,8,40,81,4,23,47
283,"", ,"","",0,"",-Infinity,"","",9,49,98,0,0,0,0,0,0,0,0,0
284,284,under,under,under,1,-13.82,0.0,20,3,9,49,99,9,49,99,0,1,2,1,6,13
284,"", ,"","",0,"",-Infinity,"","",9,49,99,0,0,0,0,0,0,0,0,0
285,285,the,the,the,15,-264.07,2.70805020110221,70,103,9,49,99,9,49,99,6,34,68,4,23,46
285,"", ,"","",0,"",-Infinity,"","",9,49,99,0,0,0,0,0,0,0,0,0
286,286,hedge,hedge,hedge,1,-10.31,0.0,1,2,10,50,100,10,50,100,0,0,1,0,0,0
286,"",".

","","",0,"",-Infinity,"","",10,50,100,0,0,0,0,0,0,0,0,0
